Old Family #,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
45,Shown Surface Determination,1,,385,,0,0,1,O(n*log(n)+np),"??? I think there is not really a ""good sense"" of average case distribution here since real-world images should make sense","(none, though http://medialab.di.unipi.it/web/IUM/Waterloo/node64.html is a good one for runtimes)",[https://www.cs.drexel.edu/~david/Classes/Papers/p443-newell.pdf Painter's algorithm/Newell's algorithm (1972)],Painter's algorithm/Newell's algorithm,1972,https://www.cs.drexel.edu/~david/Classes/Papers/p443-newell.pdf,,,,0,0,4,"n: 4,
p: 3",O(n*log(n)+np),"n: number of polygons
p: number of pixels in viewport",n,,,Word RAM?,words?,3,"n: 3,
p: 3",O(p+n),(can be easily derived),1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Image Processing
45,Shown Surface Determination,1,,386,,0,0,1,O(np),^see above,(none),[https://dl.acm.org/doi/book/10.5555/905316?dl=ACM Warnock's algorithm (1969)],Warnock's algorithm,1969,https://dl.acm.org/doi/book/10.5555/905316?dl=ACM,,,,1,0,3,"n: 3,
p: 3",O(np),"n: number of polygons
p: number of pixels in viewport",n,,,Word RAM?,words?,3,"n: 3,
p: 3",O(p+n)?,(can be easily derived?),1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Image Processing
45,Shown Surface Determination,1,,387,,0,0,1,O(np),^see above,(none),[ Ray tracing (1982)],Ray tracing,1982,,,,,0,0,3,"n: 3,
p: 3",O(np),"n: number of polygons
p: number of pixels in viewport",n,,,Word RAM?,words?,3,"n: 3,
p: 3",O(p+n)?,(can be easily derived?),1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Image Processing
45,Shown Surface Determination,1,,388,,0,0,1,O(n^2+p)? (previously said O(n^2logn),^see above,(none),[https://apps.dtic.mil/dtic/tr/fulltext/u2/700375.pdf Binary space partitioning (BSP) (1969)],Binary space partitioning (BSP),1969,https://apps.dtic.mil/dtic/tr/fulltext/u2/700375.pdf,,,,1,0,5,"n: 5,
p: 3",O(n^2+p)? (previously said O(n^2logn),"n: number of polygons
p: number of pixels in viewport",n,,,Word RAM?,words?,5,"n: 5,
p: 3",O(n^2+p)?,(can be easily derived?),1,0,,0,,0,,0,0,,0,0,"https://en.wikipedia.org/wiki/Binary_space_partitioning

http://library.msri.org/books/Book52/files/29toth.pdf

(6.856 Spring 2020 Lecture 1)",,,,,,,,,,,,,,,,,,,,4,,,Image Processing
45,Shown Surface Determination,1,,389,,0,0,1,O(np),^see above,(none),[http://isgwww.cs.uni-magdeburg.de/graphics/misc/Wolfgang_Stra%C3%9Fer_Schnelle_Kurven-_und_Flaechendarstellung_auf_grafischen_Sichtgeraeten.pdf Z-buffering (1974)],Z-buffering,1974,http://isgwww.cs.uni-magdeburg.de/graphics/misc/Wolfgang_Stra%C3%9Fer_Schnelle_Kurven-_und_Flaechendarstellung_auf_grafischen_Sichtgeraeten.pdf,,,,1,4->6,3,"n: 3,
p: 3",O(np),"n: number of polygons
p: number of pixels in viewport",n,,,Word RAM?,words?,3,"n: 3,
p: 3",O(p+n),"https://www.geeksforgeeks.org/z-buffer-depth-buffer-method/#:~:text=Z%2Dbuffer%2C%20which%20is%20also,pixels%20times%20number%20of%20objects.",0,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000,,,,,,,,,4,,,Image Processing
45,Shown Surface Determination,1,,390,,0,0,1,O(E+p)?,^see above,(none),[ S-buffer/Scanline Rendering (1980)],S-buffer/Scanline Rendering,1980,,,,,0,0,3,"n: 3,
p: 3,
E: 3",O(E+p)?,"n: number of polygons
p: number of pixels in viewport
E: total number of edges across all polygons",n,,,Word RAM?,words?,3,"n: 3,
p: 3",O(p+n)?,(can be easily derived?),1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Scanline_rendering,,,,,,,,,,,1000,,,,,,,,,4,,,Image Processing
47,Eigenvalues (Iterative Methods),2,Eigenpair with the Largest Eigenvalue,397,,0,1,1,O(n^2),,,[https://onlinelibrary.wiley.com/doi/pdf/10.1002/zamm.19290090105?casa_token=xSwK6PkV010AAAAA:j_1-JKs0GG-KuwUUyM_dIt8kmOa5z6lvp_GABgDryAYxKdYvChyNGA9VA5CZLyAurWOVYPRn45geRTFk Power Iteration (1929)],Power Iteration,1929,https://onlinelibrary.wiley.com/doi/pdf/10.1002/zamm.19290090105?casa_token=xSwK6PkV010AAAAA:j_1-JKs0GG-KuwUUyM_dIt8kmOa5z6lvp_GABgDryAYxKdYvChyNGA9VA5CZLyAurWOVYPRn45geRTFk,1,1,https://en.wikipedia.org/wiki/Power_iteration,1,0,3,"n: 5,
n^2: 3",$O(n^2)$,n: dimension of matrix,n^2,,,Word RAM,words,2.5,"n: 3,
n^2: 2.5",O(n),Derived: Stores an auxiliary vector,1,0,,0,,0,,0,0,,0,0,,,,,,1000,,1000000,,1000000000,,1000000,1,,1000000000000,1,,1.00E+18,1,,4,,,Numerical Analysis
64,Delaunay Triangulation,1,,527,,,1,1,O(nlogn),,,[http://www.wias-berlin.de/people/si/course/files/Fortune87-SweepLine-Voronoi.pdf Fortune (1987)],Fortune,1987,http://www.wias-berlin.de/people/si/course/files/Fortune87-SweepLine-Voronoi.pdf,,,,0,0,4,n: 4,$O(n \log n)$,n: number of vertices,n,,,Real RAM?,words,3,n: 3,O(n),See Fortune's Algorithm (Voronoi diagrams); Voronoi diagram gives us O(n) circumcenters which can be used to find the O(n) triangles,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
80,Maximum Subarray Problem,1,1D Maximum Subarray,626,,,1,1,O(n),^see above,^see above,[https://www.sciencedirect.com/science/article/pii/0167642383900151?via%3Dihub Gries (1982)],Gries,1982,https://www.sciencedirect.com/science/article/pii/0167642383900151?via%3Dihub,,,,0,0,3,n: 3,$O(n)$,n: length of array,n,,,Word/Real RAM,words,1,n: 1,O(1) auxiliary,keep track of current tail sum and best sum,1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Maximum_subarray_problem,,,,,,,,,,,1000,,,,,,,,,3,,,Combinatorics
80,Maximum Subarray Problem,1,1D Maximum Subarray,627,,,1,1,O(n),^see above,^see above,[https://dl.acm.org/doi/10.1093/comjnl/32.2.122 Bird (1989)],Bird,1989,https://dl.acm.org/doi/10.1093/comjnl/32.2.122,,,,0,0,3,n: 3,$O(n)$,n: length of array,n,,,???,???,1,n: 1,O(1) auxiliary,keep track of current tail sum and best sum,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000,,,,,,,,,3,,,Combinatorics
80,Maximum Subarray Problem,1,1D Maximum Subarray,629,,,1,1,O(log n),^see above,^see above,"[https://ieeexplore.ieee.org/document/6972008 Ferreira, Camargo, Song (2014)]","Ferreira, Camargo, Song",2014,https://ieeexplore.ieee.org/document/6972008,,,,0,0,2,n: 2,O(\log n),n: length of array,n,,,EREW PRAM?,words,3,n: 3,O(n) auxiliary,constant number of arrays as outlined in algorithm,1,0,,0,,0,,0,1,O(n/log n),0,1,,,,,,,,,,,,9965,,,,,,,,,3,,,Combinatorics
120,Integer Relation,1,,923,,,1,1,O(n^3(n+k)),,,[https://epubs.siam.org/doi/pdf/10.1137/0218059 HJLS algorithm (1986)],HJLS algorithm,1986,https://epubs.siam.org/doi/pdf/10.1137/0218059,,,,0,0,7,"n: 7,
k: 3",$O(n^3(n+k))$,"n: dimensionality of vector
k: relation size parameter",n,https://epubs.siam.org/doi/pdf/10.1137/0218059,0,bit complexity,bits,5,n: 5,O(n^2) -- but requires infinite precision with large n or else it becomes unstable,"Derived: Store Gram-Schmidt basis vectors b_i (n n-dimensional vectors) and Gram-Schmidt numbers \mu_{i,j} (i and j both from 1 to n), not sure how to take into account the ""bit complexity"" part",1,0,,0,,0,,0,0,,0,0,,"Given a vector in n-space, is there a non-zero integral vector that is orthogonal to that vector?",,,,,,,,,,1000000000,,,,,,,,,3,,,Numerical Analysis
147,Deadlock Avoidance,1,Dining Philosophers Problem,1017,,0,0,1,O(2^n),,,[https://en.wikipedia.org/wiki/Dining_philosophers_problem#Resource_hierarchy_solution Resource hierarchy solution (1965)],Resource hierarchy solution,1965,https://en.wikipedia.org/wiki/Dining_philosophers_problem#Resource_hierarchy_solution,2,1,,1,0,8,n: 8,O(2^n),n: number of philosophers,n,,,,,3,n: 3,O(n),each fork has a mutex and there are O(n) forks,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Operating Systems
147,Deadlock Avoidance,1,Dining Philosophers Problem,1018,,0,0,1,O(2^n),,,[https://en.wikipedia.org/wiki/Dining_philosophers_problem#Arbitrator_solution Arbitrator solution (1965)],Arbitrator solution,1965,https://en.wikipedia.org/wiki/Dining_philosophers_problem#Arbitrator_solution,,,,0,0,8,n: 8,O(2^n),n: number of philosophers,n,,,,,1,n: 1,O(1),"adding 1 arbitrator, which is of constant size",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,Inf,,,,,,,,,1,,,Operating Systems
61,The Traveling-Salesman Problem,0.001,Approximate TSP,491,,,1,0,O(V^2 E),,,[https://www.jstor.org/stable/j.ctt7s8xg Applegate et al. (2006)],Applegate et al.,2006,https://www.jstor.org/stable/j.ctt7s8xg,,,,0,0,7,"V: 7,
E: 3",O(V^2 E),,V,,,,,#VALUE!,,,,,,,0,,1,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
61,The Traveling-Salesman Problem,0.001,,492,,,1,0,-,,,[http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.92.1635&rep=rep1&type=pdf Johnson; D. S.; McGeoch; L. A. (1997)],Johnson; D. S.; McGeoch; L. A.,1997,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.92.1635&rep=rep1&type=pdf,,,,0,0,8,V: 8,O(2^{(p(n)}),n: number of cities,V,,,,,#VALUE!,,,,,,,0,,1,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
61,The Traveling-Salesman Problem,0.001,,493,,,1,0,-,,,[https://www.researchgate.net/publication/222408030_Traveling_Salesman_Should_not_be_Greedy_Domination_Analysis_of_Greedy-Type_Heuristics_for_the_TSP  Gutina; Gregory; Yeob; Anders; Zverovich; Alexey (2002)],Gutina; Gregory; Yeob; Anders; Zverovich; Alexey,2002,https://www.researchgate.net/publication/222408030_Traveling_Salesman_Should_not_be_Greedy_Domination_Analysis_of_Greedy-Type_Heuristics_for_the_TSP,,,,0,0,#VALUE!,,-,"V: number of vertices
E: number of edges",V,,,,,#VALUE!,,,,,,,0,,1,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
61,The Traveling-Salesman Problem,2,Approximate TSP,494,Nearest neighbor search,,1,0,O(V^2),,,[https://link.springer.com/chapter/10.1007/978-1-4020-9688-4_3 Rosenkrantz; D. J.; Stearns; R. E.; Lewis; P. M. (1974)],Rosenkrantz; D. J.; Stearns; R. E.; Lewis; P. M.,1974,https://link.springer.com/chapter/10.1007/978-1-4020-9688-4_3,,,,0,0,5,V: 5,O(V^2),"V: number of vertices
E: number of edges",V,https://link.springer.com/chapter/10.1007/978-1-4020-9688-4_3,0,Word RAM,words,1,V: 1,O(1),Derived: Nearest neighbor search can be done with constant auxiliary space,1,0,,0,,1,1/2\log n + 1/2,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
61,The Traveling-Salesman Problem,2,Approximate TSP,495,Heuristic,,1,0,O(V^2),,,[https://www.cs.princeton.edu/~bwk/btl.mirror/tsp.pdf Lin–Kernighan (1981)],Lin–Kernighan,1981,https://www.cs.princeton.edu/~bwk/btl.mirror/tsp.pdf,,,,0,0,5,V: 5,O(V^2),"V: number of vertices
E: number of edges",V,https://doi.org/10.1016/S0377-2217(99)00284-2,0,Word RAM,words,3,V: 3,O(V),https://doi.org/10.1016/S0377-2217(99)00284-2,0,0,,0,,1,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
108,Image Segmentation,0,,838,,,0,0,O(n^2),,,[ Linda G. Shapiro and George C. Stockman (2001) (2001)],Linda G. Shapiro and George C. Stockman (2001),2001,,,,,0,0,5,n: 5,O(n^2),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Image Processing
108,Image Segmentation,0,,839,,,0,0,O(n^2),,,[ Recursive Region Splitting (1978)],Recursive Region Splitting,1978,,,,,1,0,5,n: 5,O(n^2),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Image Processing
108,Image Segmentation,0,,840,,,0,0,O(nlogn),,,[ Barghout; Lauren Visual Taxometric approach (2014)],Barghout; Lauren Visual Taxometric approach,2014,,,,,0,0,4,n: 4,O(n \log n),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,9965,,,,,,,,,4,,,Image Processing
108,Image Segmentation,0,,841,,,0,0,O(nlogn),,,[ Dual clustering - Guberman (2012)],Dual clustering - Guberman,2012,,,,,0,0,4,n: 4,O(n \log n),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,9965,,,,,,,,,4,,,Image Processing
108,Image Segmentation,0,,842,,,0,0,O(n^2),,,[ R. Nock and F. Nielsen Statistical Region Merging (2004)],R. Nock and F. Nielsen Statistical Region Merging,2004,,,,,0,0,5,n: 5,O(n^2),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Image Processing
108,Image Segmentation,0,,843,,,0,0,O(n^2),,,[ Kass; Witkin and Terzopoulos (1987)],Kass; Witkin and Terzopoulos,1987,,,,,0,0,5,n: 5,O(n^2),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Image Processing
108,Image Segmentation,0,,844,,,0,0,O(nlogn),,,[ Chen's lambda-connected segmentation (1991)],Chen's lambda-connected segmentation,1991,,,,,1,4->5,4,n: 4,O(n \log n),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,9965,,,,,,,,,4,,,Image Processing
108,Image Segmentation,0,,845,,,0,0,O(n^2),,,[ S.L. Horowitz and T. Pavlidis - directed split and merge (1974)],S.L. Horowitz and T. Pavlidis - directed split and merge,1974,,,,,0,0,5,n: 5,O(n^2),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Image Processing
108,Image Segmentation,0,,846,,,0,0,O(n^2),,,[ David Mumford and Jayant Shah (1989) (1989)],David Mumford and Jayant Shah (1989),1989,,,,,0,0,5,n: 5,O(n^2),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Image Processing
108,Image Segmentation,0,,847,,,0,0,O(n^2),,,[ Geman and Geman Markov random fields (1984)],Geman and Geman Markov random fields,1984,,,,,0,0,5,n: 5,O(n^2),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Image Processing
108,Image Segmentation,0,,848,,,0,0,O(n^2),,,[ Iterated conditional modes algorithm (1986)],Iterated conditional modes algorithm,1986,,,,,0,0,5,n: 5,O(n^2),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Image Processing
108,Image Segmentation,0,,849,,,0,0,O(n^2),,,[ watershed transformation 1979 (1979)],watershed transformation 1979,1979,,,,,0,0,5,n: 5,O(n^2),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Image Processing
108,Image Segmentation,0,,850,,,0,0,O(n^2),,,[ topological watershed (1997)],topological watershed,1997,,,,,0,0,5,n: 5,O(n^2),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Image Processing
108,Image Segmentation,0,,851,,,0,0,O(n^2),,,[ Florack and Kuijper (2000)],Florack and Kuijper,2000,,,,,0,0,5,n: 5,O(n^2),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Image Processing
108,Image Segmentation,0,,852,,,0,0,O(n^2),,,[ Bijaoui and Rué (1995)],Bijaoui and Rué,1995,,,,,0,0,5,n: 5,O(n^2),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Image Processing
108,Image Segmentation,0,,853,,,0,0,O(n^2),,,[ Multi-scale MAP estimation - A. Bouman and M. Shapiro (2002) (2002)],Multi-scale MAP estimation - A. Bouman and M. Shapiro (2002),2002,,,,,0,0,5,n: 5,O(n^2),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Image Processing
108,Image Segmentation,0,,854,,,0,0,O(n^2),,,[ Multiple Resolution segmentation - J. Liu and Y. H. Yang (1994) (1994)],Multiple Resolution segmentation - J. Liu and Y. H. Yang (1994),1994,,,,,0,0,5,n: 5,O(n^2),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Image Processing
108,Image Segmentation,0,,855,,,0,0,O(nlogn),,,[ Quasi-linear Topological watershed (2005)],Quasi-linear Topological watershed,2005,,,,,0,0,4,n: 4,O(n \log n),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,9965,,,,,,,,,4,,,Image Processing
108,Image Segmentation,0,,856,,,0,0,O(n^2),,,[ Isometric graph partitioning - Leo Grady and Eric L. Schwartz (2006) (2006)],Isometric graph partitioning - Leo Grady and Eric L. Schwartz (2006),2006,,,,,0,0,5,n: 5,O(n^2),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Image Processing
112,Rasterization,2,Rasterization,895,Scan-conversion line algorithm,,0,0,O(n^1.45 logn),,,"[Hearn, Baker (1997) pg. 87 Digital Differential Analyzer (DDA) (1983)]",Digital Differential Analyzer (DDA),1983,"Hearn, Baker (1997) pg. 87",,,,1,0,3,n: 3,O(n),n: dimension of image,n,,,Word RAM,Words,1,n: 1,O(1),"Derived: for each iteration (i.e. each step along the line), only need to store a constant number of variables that are then overwritten in the next iteration.",1,0,,0,,1,n/a,0,0,,0,0,,,,,,,,,,,,223088,,,,,,,,,4,,,Image Processing
112,Rasterization,2,Rasterization,896,,,0,0,O(n^2),,,"[Hearn, Baker (1997) pg. 88 Bresenham Algorithm (1962)]",Bresenham Algorithm,1962,"Hearn, Baker (1997) pg. 88",,,,1,0,3,n: 3,O(n),n: dimension of image,n,,,Word RAM,Words,1,n: 1,O(1),"Derived: for each iteration (i.e. each step along the line), only need to store a constant number of variables that are then overwritten in the next iteration.",1,0,,0,,1,n/a,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Image Processing
115,SLAM Algorithms,1,SLAM Algorithms,908,,0,1,0,O(m*log n) per iteration,^see above,(none),[http://robots.stanford.edu/papers/montemerlo.fastslam-tr.pdf FastSlam (2003)],FastSlam,2003,http://robots.stanford.edu/papers/montemerlo.fastslam-tr.pdf,,,,0,0,2,"m: 3,
n: 2",O(m*\log n) per iteration,"n: number of dimensions in state space
m: number of particles in particle filter",n,http://robots.stanford.edu/papers/montemerlo.fastslam-tr.pdf,0,Real RAM?,words?,3,"m: 3,
n: 3",O(mn)?,Stores and updates a balanced binary tree of n elements/dimensions per particle,1,0,,0,,1,,0,0,,0,0,(see above),,,,,,,,,,,1000000000,,,,,,,,,3,,,Robotics
115,SLAM Algorithms,1,SLAM Algorithms,910,,0,1,0,O(n^2),^see above,(none),[http://ingmec.ual.es/~jlblanco/papers/blanco2013rba.pdf srba (2002)],srba,2002,http://ingmec.ual.es/~jlblanco/papers/blanco2013rba.pdf,,,,0,0,5,n: 5,O(n^2),n: number of dimensions in state space,n,,,Real RAM?,words?,5,n: 5,O(n^2)?,"Seems to store a constant number of O(n)*O(n)-sized matrices and O(n)*O(n)-sized tables (see section II, part C)",1,0,,0,,1,,0,0,,0,0,(see above),,,,,,,,,,,1000000,,,,,,,,,3,,,Robotics
1,Sorting,2,Comparison Sorting,19,,,1,1,O( n² ),Any distribution,Same general behavior across inputs,[https://www.semanticscholar.org/paper/Parallel-Neighbor-Sort-(or-the-Glory-of-the-Habermann/bc7b6efb99aae6225239425747fd0169a51f30ce Odd Even Sort Parallel  Implementation (1972)],Odd Even Sort Parallel  Implementation,1972,https://www.semanticscholar.org/paper/Parallel-Neighbor-Sort-(or-the-Glory-of-the-Habermann/bc7b6efb99aae6225239425747fd0169a51f30ce,,,,0,0,5,n: 5,O(n^2),n: size of list,n,,,Word RAM,words,1,n: 1,O(1),in-situ,0,1,,0,,0,,0,1,,0,0,https://en.wikipedia.org/wiki/Odd%E2%80%93even_sort,A sorting algorithm is an algorithm that puts elements of a list in a certain order.,1,n is the size of the array to be sorted.,,,,,,,,1000000,1,,,,,,,,4,,,Combinatorics
1,Sorting,1,Non-Comparison Sorting,25,,,1,1,O(n),Any distribution,need to read entire input,[https://link.springer.com/chapter/10.1007/978-94-009-2794-0_11 Spaghetti Sort Parallel Implementation (1984)],Spaghetti Sort Parallel Implementation,1984,https://link.springer.com/chapter/10.1007/978-94-009-2794-0_11,,,,0,0,3,n: 3,O(n),n: size of list,n,,,???,words,1,n: 1,O(1) auxiliary? per processor?,"Assuming getting the spaghetti rods doesn't take up any auxiliary space, the only auxiliary space in this algorithm involves the table and the hands, each using O(1) space",1,0,,0,,0,,0,1,,0,0,https://en.wikipedia.org/wiki/Spaghetti_sort,A sorting algorithm is an algorithm that puts elements of a list in a certain order.,1,n is the size of the array to be sorted.,,,,,,,,1000,1000,,,,,,,,4,,,Combinatorics
5,Maximum Flow,0.001,,64,,,1,1,O(VELog(V(LogU)^0.5 / E)),,,[http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.86.5093&rep=rep1&type=pdf Ahuja et al. (1987)],Ahuja et al.,1987,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.86.5093&rep=rep1&type=pdf,,,,1,0,6,"V: 6,
E: 3",O(VELog(V(LogU)^0.5 / E)),,V,,,,,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,maximum flow problems involve finding a feasible flow through a flow network that is maximum.,,,"V:E:U
0.6:1:1",,,,,,,0.07226045025,#VALUE!,,0.1215822702,0,,0.1491085327,0,,2,,,Combinatorics
12,Convex Hull,0.001,,133,,,1,1,O(n log n),,,[https://www.sciencedirect.com/science/article/pii/002001908490084X Incremental convex hull algorithm; Michael Kallay (1984)],Incremental convex hull algorithm; Michael Kallay,1984,https://www.sciencedirect.com/science/article/pii/002001908490084X,,,,0,0,4,n: 4,O(n \log n),,n,,,,,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,"the convex hull or convex envelope or convex closure of a set X of points
 in the Euclidean plane or in a Euclidean space
 (or; more generally; in an affine space over the reals) is the smallest 
convex set that contains X. ",,,h = n^0.5,,,,,,,9965,100351.2293,,,,,,,,3,,,Image Processing
