,Old Family #,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,Unnamed: 12,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
223,41,Constructing Eulerian Trails in a Graph,1.0,Constructing Eulerian Trails in a Graph,362.0,,,1,1,O(E^2),,,[https://collaborate.princeton.edu/en/publications/a-note-on-finding-the-bridges-of-a-graph Fleury's algorithm + Tarjan (1974)],Fleury's algorithm + Tarjan,1974,https://collaborate.princeton.edu/en/publications/a-note-on-finding-the-bridges-of-a-graph,,,,0,0,7,"V: 7,
E: 5",O(E^2),"V: number of vertices
E: number of edges",V,,,Word RAM,words,5,"E: 3,
V: 5",O(E),Keep track of current path + remaining edges needed to be traversed,1.0,0.0,,0,,0,,0,0,,0,0,,"In graph theory, an Eulerian trail (or Eulerian path) is a trail in a finite graph that visits every edge exactly once (allowing for revisiting vertices). Similarly, an Eulerian circuit or Eulerian cycle is an Eulerian trail that starts and ends on the same vertex.",,,,,,,,,,,,,,,,,,,6,,,Combinatorics
224,41,Constructing Eulerian Trails in a Graph,2.0,Constructing Eulerian Trails in a Graph,363.0,,,1,1,O(E),Any distribution of values,(need to read entire input),[- Hierholzer's algorithm (1873)],Hierholzer's algorithm,1873,-,3,1.0,https://www.geeksforgeeks.org/hierholzers-algorithm-directed-graph/,1,0,5,"V: 5,
E: 3",O(E),"V: number of vertices
E: number of edges",V,,,Word RAM,words,5,"E: 3,
V: 5",O(E),Keep track of current path + remaining edges needed to be traversed,1.0,0.0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Eulerian_path#Fleury's_algorithm,"In graph theory, an Eulerian trail (or Eulerian path) is a trail in a finite graph that visits every edge exactly once (allowing for revisiting vertices). Similarly, an Eulerian circuit or Eulerian cycle is an Eulerian trail that starts and ends on the same vertex.",,,,,,,,,,1000.0,1,,1000000,1,,1000000000,1,,6,,,Combinatorics
225,41,Constructing Eulerian Trails in a Graph,1.0,Constructing Eulerian Trails in a Graph,364.0,,,1,1,O(E log^3(E) loglogE),,,[https://www.cs.princeton.edu/courses/archive/spr10/cos423/handouts/NearOpt.pdf Fleury's algorithm + Thorup (2000)],Fleury's algorithm + Thorup,2000,https://www.cs.princeton.edu/courses/archive/spr10/cos423/handouts/NearOpt.pdf,,,,0,0,5.03,"V: 5.03,
E: 4.01",O(E \log^3(E) \log\log E),"V: number of vertices
E: number of edges",V,,,Word RAM,words,5,"E: 3,
V: 5",O(E),Keep track of current path + remaining edges needed to be traversed,1.0,0.0,,0,,0,,0,0,,0,0,,"In graph theory, an Eulerian trail (or Eulerian path) is a trail in a finite graph that visits every edge exactly once (allowing for revisiting vertices). Similarly, an Eulerian circuit or Eulerian cycle is an Eulerian trail that starts and ends on the same vertex.",,,,,,,,,,,,,,,,,,,6,,,Combinatorics
226,42,Discrete Fourier Transform,2.0,Discrete Fourier Transform,365.0,,,1,1,O(n^2),Any distribution of values,(same general behavior for all inputs),[- Naive algorithm (1965)],Naive algorithm,1965,-,1,1.0,https://ccrma.stanford.edu/~jos/mdft/,1,0,5,n: 5,O(n^2),$n$: length of the input data set,n,,,Word/Real RAM,words,1,n: 1,$O(1)$,Derived: You only need a constant number of variables that are of $O(1)$ size at any given time,1.0,0.0,,0,,0,,0,0,,0,0,,"In mathematics, the discrete Fourier transform (DFT) converts a finite sequence of equally-spaced samples of a function into a same-length sequence of equally-spaced samples of the discrete-time Fourier transform (DTFT), which is a complex-valued function of frequency.",,,,,,,,,,1000000.0,1,,1000000000000,1,,1.00E+18,1,,4,,,Signal Processing
227,42,Discrete Fourier Transform,2.0,Discrete Fourier Transform,366.0,,,1,1,O(nlogn),Any distribution of values,(same general behavior for all inputs),[https://www.ams.org/journals/mcom/1965-19-090/S0025-5718-1965-0178586-1/S0025-5718-1965-0178586-1.pdf Cooley–Tukey algorithm (1965)],Cooley–Tukey algorithm,1965,https://www.ams.org/journals/mcom/1965-19-090/S0025-5718-1965-0178586-1/S0025-5718-1965-0178586-1.pdf,3,0.0,https://www.ams.org/journals/mcom/1965-19-090/S0025-5718-1965-0178586-1/S0025-5718-1965-0178586-1.pdf,1,4->5,4,n: 4,O(n \log n),$n$: length of the input data set,n,,,Word/Real RAM,words,3,n: 3,O(n)?,Computes and keeps track of DFTs for recursive subcases,1.0,0.0,,0,,0,,0,0,,0,0,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1055938,"In mathematics, the discrete Fourier transform (DFT) converts a finite sequence of equally-spaced samples of a function into a same-length sequence of equally-spaced samples of the discrete-time Fourier transform (DTFT), which is a complex-valued function of frequency.",,,,,,,,,,9965.0,100.3512293,0.2024330587,19931568.57,50171.66594,0.5417655625,29897352854,33447777.3,0.9997453266,4,,,Signal Processing
228,42,Discrete Fourier Transform,2.0,Discrete Fourier Transform,367.0,,,1,1,O(nlogn),Any distribution of values,(same general behavior for all inputs),[https://ieeexplore.ieee.org/document/1162805 Rader–Brenner algorithm (1976)],Rader–Brenner algorithm,1976,https://ieeexplore.ieee.org/document/1162805,,,,0,0,4,n: 4,O(n \log n),$n$: length of the input data set,n,,,Word/Real RAM,words,3,n: 3,O(n)?,Computes and keeps track of DFTs for recursive subcases,1.0,0.0,,0,,0,,0,0,,0,0,,"In mathematics, the discrete Fourier transform (DFT) converts a finite sequence of equally-spaced samples of a function into a same-length sequence of equally-spaced samples of the discrete-time Fourier transform (DTFT), which is a complex-valued function of frequency.",,,,,,,,,,9965.0,,,,,,,,,4,,,Signal Processing
229,42,Discrete Fourier Transform,2.0,Discrete Fourier Transform,368.0,,,1,1,O(nlogn),Any distribution of values,(same general behavior for all inputs),[https://ieeexplore.ieee.org/document/1163036/ Bruun's FFT algorithm (1978)],Bruun's FFT algorithm,1978,https://ieeexplore.ieee.org/document/1163036/,,,,0,0,4,n: 4,O(n \log n),$n$: length of the input data set,n,,,Word/Real RAM,words,3,n: 3,O(n)?,Computes O(n) remainders per stage; storage space can be reused across stages,1.0,0.0,,0,,0,,0,0,,0,0,,"In mathematics, the discrete Fourier transform (DFT) converts a finite sequence of equally-spaced samples of a function into a same-length sequence of equally-spaced samples of the discrete-time Fourier transform (DTFT), which is a complex-valued function of frequency.",,,,,,,,,,9965.0,,,,,,,,,4,,,Signal Processing
230,42,Discrete Fourier Transform,2.0,Discrete Fourier Transform,369.0,,,1,1,O(nlogn),Any distribution of values,(same general behavior for all inputs),[https://dl.acm.org/citation.cfm?id=1476610 Yavne Split Radix FFT algorithm (1968)],Yavne Split Radix FFT algorithm,1968,https://dl.acm.org/citation.cfm?id=1476610,,,,0,0,4,n: 4,O(n \log n),$n$: length of the input data set,n,,,Word/Real RAM,words,3,n: 3,O(n)?,Computes and keeps track of DFTs for recursive subcases,1.0,0.0,,0,,0,,0,0,,0,0,,"In mathematics, the discrete Fourier transform (DFT) converts a finite sequence of equally-spaced samples of a function into a same-length sequence of equally-spaced samples of the discrete-time Fourier transform (DTFT), which is a complex-valued function of frequency.",,,,,,,,,,9965.0,,,,,,,,,4,,,Signal Processing
231,42,Discrete Fourier Transform,2.0,Discrete Fourier Transform,370.0,,,1,1,O(nlogn),Any distribution of values,(same general behavior for all inputs),[http://cis.rit.edu/class/simg716/FFT_Fun_Profit.pdf Gentleman; Morven and Gordon Sande radix-4 algorithm (1966)],Gentleman; Morven and Gordon Sande radix-4 algorithm,1966,http://cis.rit.edu/class/simg716/FFT_Fun_Profit.pdf,,,,0,0,4,n: 4,O(n \log n),$n$: length of the input data set,n,,,Word/Real RAM,words,3,n: 3,O(n)?,Computes and keeps track of DFTs for recursive subcases,1.0,0.0,,0,,0,,0,0,,0,0,,"In mathematics, the discrete Fourier transform (DFT) converts a finite sequence of equally-spaced samples of a function into a same-length sequence of equally-spaced samples of the discrete-time Fourier transform (DTFT), which is a complex-valued function of frequency.",,,,,,,,,,9965.0,,,,,,,,,4,,,Signal Processing
232,42,Discrete Fourier Transform,2.0,Discrete Fourier Transform,371.0,,,1,1,O(nlogn),Any distribution of values,(same general behavior for all inputs),[https://ieeexplore.ieee.org/document/1162043 Bergland; Glenn radix-8 algorithm (1969)],Bergland; Glenn radix-8 algorithm,1969,https://ieeexplore.ieee.org/document/1162043,,,,0,0,4,n: 4,O(n \log n),$n$: length of the input data set,n,,,Word/Real RAM,words,3,n: 3,O(n),https://ieeexplore.ieee.org/document/1162043,0.0,1.0,,0,,0,,0,0,,0,0,,"In mathematics, the discrete Fourier transform (DFT) converts a finite sequence of equally-spaced samples of a function into a same-length sequence of equally-spaced samples of the discrete-time Fourier transform (DTFT), which is a complex-valued function of frequency.",,,,,,,,,,9965.0,,,,,,,,,4,,,Signal Processing
233,42,Discrete Fourier Transform,2.0,Discrete Fourier Transform,372.0,,,1,1,O(nlogn),Any distribution of values,(same general behavior for all inputs),[https://ieeexplore.ieee.org/document/917698 Extended Split Radix FFT algorithm (2001)],Extended Split Radix FFT algorithm,2001,https://ieeexplore.ieee.org/document/917698,,,,0,0,4,n: 4,O(n \log n),$n$: length of the input data set,n,,,Word/Real RAM,words,3,n: 3,O(n)?,Computes and keeps track of DFTs for recursive subcases,1.0,0.0,,0,,0,,0,0,,0,0,,"In mathematics, the discrete Fourier transform (DFT) converts a finite sequence of equally-spaced samples of a function into a same-length sequence of equally-spaced samples of the discrete-time Fourier transform (DTFT), which is a complex-valued function of frequency.",,,,,,,,,,9965.0,,,,,,,,,4,,,Signal Processing
234,42,Discrete Fourier Transform,2.0,Discrete Fourier Transform,373.0,,,1,1,O(n (logn)^2),Any distribution of values,(same general behavior for all inputs),[https://dl.acm.org/doi/10.1145/236869.236882  Von zur Gathen-Gerhard additive FFT (1996)],Von zur Gathen-Gerhard additive FFT,1996,https://dl.acm.org/doi/10.1145/236869.236882,,,,0,0,4.01,n: 4.01,O(n (\log n)^2),$n$: length of the input data set,n,,,Word/Real RAM,words,3,n: 3,O(n),https://dl.acm.org/doi/10.1145/236869.236882,0.0,1.0,,0,,0,,0,0,,0,0,,"In mathematics, the discrete Fourier transform (DFT) converts a finite sequence of equally-spaced samples of a function into a same-length sequence of equally-spaced samples of the discrete-time Fourier transform (DTFT), which is a complex-valued function of frequency.",,,,,,,,,,,,,,,,,,,4,,,Signal Processing
235,42,Discrete Fourier Transform,2.0,Discrete Fourier Transform,374.0,,,1,1,O(n(logn)^{1.585}),Any distribution of values,(same general behavior for all inputs),[https://ieeexplore.ieee.org/document/1926/ Wang-Zhu-Cantor additive FFT (1988)],Wang-Zhu-Cantor additive FFT,1988,https://ieeexplore.ieee.org/document/1926/,,,,0,0,4.00585,n: 4.00585,O(n(\log n)^{1.585}),$n$: length of the input data set,n,,,Word/Real RAM,words,3,n: 3,O(n)?,Computes O(n) remainders per stage; storage space can be reused across stages,1.0,0.0,,0,,0,,0,0,,0,0,,"In mathematics, the discrete Fourier transform (DFT) converts a finite sequence of equally-spaced samples of a function into a same-length sequence of equally-spaced samples of the discrete-time Fourier transform (DTFT), which is a complex-valued function of frequency.",,,,,,,,,,,,,,,,,,,4,,,Signal Processing
236,42,Discrete Fourier Transform,2.0,Discrete Fourier Transform,375.0,,,1,1,O(n logn loglogn),Any distribution of values,(same general behavior for all inputs),[https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5625613 Gao’s additive FFT (2010)],Gao’s additive FFT,2010,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5625613,,,,0,0,4.001,n: 4.001,O(n logn loglogn),$n$: length of the input data set,n,,,Word/Real RAM,words,3,n: 3,O(n),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5625613,0.0,1.0,,0,,0,,0,0,,0,0,,"In mathematics, the discrete Fourier transform (DFT) converts a finite sequence of equally-spaced samples of a function into a same-length sequence of equally-spaced samples of the discrete-time Fourier transform (DTFT), which is a complex-valued function of frequency.",,,,,,,,,,,,,,,,,,,4,,,Signal Processing
237,43,Line Drawing,2.0,Line Drawing,376.0,,,1,1,O(n),not well-defined,(none),[- Naive algorithm (1940)],Naive algorithm,1940,-,1,1.0,,1,0,3,n: 3,O(n),n: number of pixels the line goes through,n,,,Word RAM?,words?,1,n: 1,O(1),Constant number of O(1)-word-sized variables (for determining which pixels to shade) is sufficient,1.0,0.0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Line_drawing_algorithm,,,,,,,,,,,1000.0,1,,1000000,1,,1000000000,1,,6,,,Image Processing
238,43,Line Drawing,2.0,Line Drawing,377.0,,,1,1,O(n),not well-defined,(none),[- Digital Differential Analyzer (1940)],Digital Differential Analyzer,1940,-,,,,0,0,3,n: 3,O(n),n: number of pixels the line goes through,n,,,Word RAM?,words?,1,n: 1,O(1),Constant number of O(1)-word-sized variables (for determining which pixels to shade) is sufficient,1.0,0.0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Digital_differential_analyzer_(graphics_algorithm),,,,,,,,,,,1000.0,,,,,,,,,6,,,Image Processing
239,43,Line Drawing,2.0,Line Drawing,378.0,,,1,1,O(n),not well-defined,(none),[https://web.archive.org/web/20080528040104/http://www.research.ibm.com/journal/sj/041/ibmsjIVRIC.pdf Bresenham's line algorithm (1965)],Bresenham's line algorithm,1965,https://web.archive.org/web/20080528040104/http://www.research.ibm.com/journal/sj/041/ibmsjIVRIC.pdf,,,,0,0,3,n: 3,O(n),n: number of pixels the line goes through,n,,,Word RAM?,words?,1,n: 1,O(1),Constant number of O(1)-word-sized variables (for determining which pixels to shade) is sufficient,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000.0,,,,,,,,,6,,,Image Processing
240,43,Line Drawing,2.0,Line Drawing,379.0,,,1,1,O(n),not well-defined,(none),[http://www-users.mat.umk.pl/~gruby/teaching/lgim/1_wu.pdf Xiaolin Wu's line algorithm (1991)],Xiaolin Wu's line algorithm,1991,http://www-users.mat.umk.pl/~gruby/teaching/lgim/1_wu.pdf,,,,0,0,3,n: 3,O(n),n: number of pixels the line goes through,n,,,Word RAM?,words?,1,n: 1,O(1),Constant number of O(1)-word-sized variables (for determining which pixels to shade and what shading to use) is sufficient,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000.0,,,,,,,,,6,,,Image Processing
241,43,Line Drawing,2.0,Line Drawing,380.0,,,1,1,O(n),not well-defined,(none),[http://www.cs.gettysburg.edu/~ilinkin/courses/Fall-2014/cs373/handouts/papers/gs-fegsd-81.pdf Gupta-Sproull algorithm (1981)],Gupta-Sproull algorithm,1981,http://www.cs.gettysburg.edu/~ilinkin/courses/Fall-2014/cs373/handouts/papers/gs-fegsd-81.pdf,,,,0,0,3,n: 3,O(n),n: number of pixels the line goes through,n,,,Word RAM?,words?,1,n: 1,O(1),Constant number of O(1)-word-sized variables (for determining which pixels to shade and what shading to use) is sufficient,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000.0,,,,,,,,,6,,,Image Processing
242,47,Eigenvalues (Iterative Methods),1.0,Any eigenvalue,401.0,,0.0,1,1,O(n^2),,,[- Bisection method (1985)],Bisection method,1985,-,,,,0,0,3,"n: 5,
n^2: 3",O(n^2),n: dimension of matrix,n^2,,,Word/Real RAM,words,3,"n: 5,
n^2: 3",O(n^2)?,Computing characteristic polynomial takes $O(n^2)$ space (via e.g. Faddeev–LeVerrier algorithm); rest of algo can be done in $O(n)$ space (related to root computation),1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,,,,,,,,,4,,,Numerical Analysis
243,47,Eigenvalues (Iterative Methods),1.0,Any eigenvalue,402.0,,0.0,1,1,O(n^2),,,[- Laguerre iteration (1940)],Laguerre iteration,1940,-,,,,0,0,3,"n: 5,
n^2: 3",O(n^2),n: dimension of matrix,n^2,,,Word/Real RAM,words,3,"n: 5,
n^2: 3",O(n^2)?,^ see above,1.0,0.0,,0,,0,,0,0,,0,0,https://archive.org/details/numericalmethods00form,,,,,,,,,,,1000000.0,,,,,,,,,4,,,Numerical Analysis
244,51,Maximum Likelihood Parameters,1.0,,426.0,,0.0,1,1,O(n^3),,,[https://www.jstor.org/stable/2984875 Expectation–maximization (EM) algorithm (1977)],Expectation–maximization (EM) algorithm,1977,https://www.jstor.org/stable/2984875,,,,0,0,6,n: 6,O(n^3),"n: number of observations in sample
r: number of parameters + latent variables",n,,,Real RAM,words,3,"n: 3,
r: 3",O(n+r)?,"Stores current theta and Z guesses, which is updated each iteration. Also assumes description of log-likelihood takes O(n+r) auxiliary space.",1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Numerical Analysis
245,51,Maximum Likelihood Parameters,1.0,,427.0,,0.0,1,1,O(n^3),,,[- Newton–Raphson algorithm (1685)],Newton–Raphson algorithm,1685,-,,,,1,0,6,n: 6,O(n^3),"n: number of observations in sample
r: number of parameters + latent variables",n,,,Real RAM,words,3,"n: 3,
r: 5",O(n+r^2)?,"Stores current theta guess, which is updated each iteration, and requires computation of the (inverse of the) Hessian matrix. Also assumes description of log-likelihood takes O(n+r) auxiliary space.",1.0,0.0,,0,,0,,0,0,,0,0,"https://en.wikipedia.org/wiki/Newton%27s_method

https://web.mit.edu/10.001/Web/Course_Notes/NLAE/node6.html",,,,,,,,,,,1000000000.0,1,,1.00E+18,1,,1.00E+27,1,,3,,,Numerical Analysis
246,51,Maximum Likelihood Parameters,1.0,,428.0,,0.0,1,1,O(n^3),,,[https://www.jstor.org/stable/2337481 Parameter-expanded expectation maximization (PX-EM) algorithm (1998)],Parameter-expanded expectation maximization (PX-EM) algorithm,1998,https://www.jstor.org/stable/2337481,,,,0,0,6,n: 6,O(n^3),"n: number of observations in sample
r: number of parameters + latent variables",n,,,Real RAM,words,3,"n: 3,
r: 3",O(n+r)?,"Stores current theta (+ alpha) and Z guesses, which is updated each iteration. Also assumes description of log-likelihood takes O(n+r) auxiliary space.",1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Numerical Analysis
247,51,Maximum Likelihood Parameters,1.0,,429.0,,0.0,1,1,O(n^2 logn),,,[https://arxiv.org/abs/1709.06970 Expectation conditional maximization (ECM) (2017)],Expectation conditional maximization (ECM),2017,https://arxiv.org/abs/1709.06970,,,,1,0,5.01,n: 5.01,O(n^2 \log n),"n: number of observations in sample
r: number of parameters + latent variables",n,,,Real RAM,words,3,"n: 3,
r: 3",O(n+r)?,"Stores current theta and Z guesses, which is updated each iteration. Also assumes description of log-likelihood takes O(n+r) auxiliary space.",1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9965784.285,100.3433319,0.06167931846,19931568569324,50171.66594,0.1509194139,2.99E+19,33447777.3,0.2523307814,3,,,Numerical Analysis
248,51,Maximum Likelihood Parameters,1.0,,430.0,,0.0,1,1,O(n^4 log^0.1.5n),,,[https://web.eecs.umich.edu/~fessler/papers/files/jour/94/web/fessler-94-sag.pdf Generalized expectation maximization (GEM) algorithm (1994)],Generalized expectation maximization (GEM) algorithm,1994,https://web.eecs.umich.edu/~fessler/papers/files/jour/94/web/fessler-94-sag.pdf,,,,0,0,7,n: 7,O(n^4 \log^{0.1}(.5n)),"n: number of observations in sample
r: number of parameters + latent variables",n,,,Real RAM,words,3,"n: 3,
r: 3",O(n+r)?,"Stores current theta and Z guesses, which is updated each iteration. Also assumes description of log-likelihood takes O(n+r) auxiliary space.",1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Numerical Analysis
249,51,Maximum Likelihood Parameters,1.0,,431.0,,0.0,1,1,O(n^3),,,[https://dl.acm.org/doi/10.1109/TIT.2002.808105 α-EM algorithm (2003)],α-EM algorithm,2003,https://dl.acm.org/doi/10.1109/TIT.2002.808105,,,,0,0,6,n: 6,O(n^3),"n: number of observations in sample
r: number of parameters + latent variables",n,,,Real RAM,words,3,"n: 3,
r: 3",O(n+r)?,"Stores current theta and Z guesses, which is updated each iteration. Also assumes description of alpha-log-likelihood takes O(n+r) auxiliary space.",1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Numerical Analysis
250,52,Cardinality Estimation,2.0,,432.0,,0.0,1,1,O(N),,,[- Naive solution (1940)],Naive solution,1940,-,,,,1,0,3,N: 3,O(N),"N: number of values in multiset
n: cardinality of multiset (not known)",N,,,Word RAM,words,3,N: 3,O(n),"keep track of exact histogram, may require storing all values",1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000.0,1,,1000000,1,,1000000000,1,,6,,,Numerical Analysis
251,60,Clique Problems,1.0,"Enumerating Maximal Cliques, arbitrary graph",475.0,,,1,1,O(3^{(n/3)}),,,[https://dl.acm.org/doi/10.1145/362342.362367 Bron–Kerbosch algorithm (1973)],Bron–Kerbosch algorithm,1973,https://dl.acm.org/doi/10.1145/362342.362367,,,,1,-,8,n: 8,$O(3^{(n/3)})$,"n: number of vertices
m: number of edges",n,,,Word RAM,words,5,n: 5,O(n^2)?,Keep track of an O(n)-sized recursive stack with O(n)-sized lists as elements?,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,250000.0,,250000000000.0,,2.5e+17,,inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
